title,company,city,state,country,experienceLevel,salaryMin,salaryMax,salaryMedian,currency,source
Software Engineer,Intel,Bangalore,Karnataka,IN,entry,1100000,1900000,1500000,INR,ambitionbox
Senior Software Engineer,Intel,Bangalore,Karnataka,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Software Engineer,Nvidia,Bangalore,Karnataka,IN,entry,1600000,2600000,2100000,INR,ambitionbox
Senior Software Engineer,Nvidia,Bangalore,Karnataka,IN,mid,3000000,5000000,4000000,INR,ambitionbox
Software Engineer,Nvidia,Pune,Maharashtra,IN,entry,1500000,2500000,2000000,INR,ambitionbox
Software Engineer,ServiceNow,Hyderabad,Telangana,IN,entry,1500000,2400000,1900000,INR,ambitionbox
Senior Software Engineer,ServiceNow,Hyderabad,Telangana,IN,mid,2800000,4500000,3600000,INR,ambitionbox
Software Engineer,Thoughtworks,Bangalore,Karnataka,IN,entry,800000,1400000,1100000,INR,ambitionbox
Senior Software Engineer,Thoughtworks,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Software Engineer,Thoughtworks,Pune,Maharashtra,IN,entry,780000,1350000,1050000,INR,ambitionbox
Lead Software Engineer,TCS,Bangalore,Karnataka,IN,senior,1500000,2500000,2000000,INR,ambitionbox
Lead Software Engineer,Infosys,Bangalore,Karnataka,IN,senior,1600000,2700000,2100000,INR,ambitionbox
Lead Software Engineer,Wipro,Bangalore,Karnataka,IN,senior,1400000,2400000,1900000,INR,ambitionbox
Software Engineer,,Bangalore,Karnataka,IN,entry,500000,1200000,800000,INR,market
Software Engineer,,Hyderabad,Telangana,IN,entry,450000,1100000,750000,INR,market
Software Engineer,,Pune,Maharashtra,IN,entry,450000,1100000,750000,INR,market
Software Engineer,,Chennai,Tamil Nadu,IN,entry,420000,1000000,700000,INR,market
Software Engineer,,Mumbai,Maharashtra,IN,entry,480000,1200000,800000,INR,market
Software Engineer,,Gurugram,Haryana,IN,entry,500000,1200000,800000,INR,market
Software Engineer,,Noida,Uttar Pradesh,IN,entry,450000,1100000,750000,INR,market
Software Engineer,,Delhi,Delhi,IN,entry,480000,1200000,800000,INR,market
Software Engineer,,Kolkata,West Bengal,IN,entry,380000,900000,620000,INR,market
Senior Software Engineer,,Bangalore,Karnataka,IN,mid,1200000,3000000,2000000,INR,market
Senior Software Engineer,,Hyderabad,Telangana,IN,mid,1100000,2800000,1800000,INR,market
Senior Software Engineer,,Pune,Maharashtra,IN,mid,1100000,2700000,1800000,INR,market
Senior Software Engineer,,Chennai,Tamil Nadu,IN,mid,1000000,2500000,1700000,INR,market
Senior Software Engineer,,Mumbai,Maharashtra,IN,mid,1200000,3000000,2000000,INR,market
Senior Software Engineer,,Gurugram,Haryana,IN,mid,1200000,3000000,2000000,INR,market
Senior Software Engineer,,Noida,Uttar Pradesh,IN,mid,1000000,2500000,1700000,INR,market
Product Manager,,Bangalore,Karnataka,IN,mid,1500000,3500000,2400000,INR,market
Product Manager,,Mumbai,Maharashtra,IN,mid,1400000,3200000,2200000,INR,market
Product Manager,,Gurugram,Haryana,IN,mid,1300000,3000000,2000000,INR,market
Product Manager,,Hyderabad,Telangana,IN,mid,1200000,2800000,1900000,INR,market
Data Scientist,,Bangalore,Karnataka,IN,mid,1200000,2800000,1900000,INR,market
Data Scientist,,Hyderabad,Telangana,IN,mid,1100000,2600000,1800000,INR,market
Data Scientist,,Pune,Maharashtra,IN,mid,1000000,2400000,1700000,INR,market
Data Scientist,,Mumbai,Maharashtra,IN,mid,1100000,2700000,1800000,INR,market
Data Analyst,,Bangalore,Karnataka,IN,entry,400000,900000,650000,INR,market
Data Analyst,,Hyderabad,Telangana,IN,entry,370000,850000,600000,INR,market
Data Analyst,,Pune,Maharashtra,IN,entry,360000,800000,580000,INR,market
Data Analyst,,Mumbai,Maharashtra,IN,entry,380000,880000,630000,INR,market
Business Analyst,,Bangalore,Karnataka,IN,entry,450000,1000000,700000,INR,market
Business Analyst,,Mumbai,Maharashtra,IN,entry,430000,950000,680000,INR,market
Business Analyst,,Gurugram,Haryana,IN,entry,430000,950000,680000,INR,market
Business Analyst,,Hyderabad,Telangana,IN,entry,400000,900000,650000,INR,market
Machine Learning Engineer,,Bangalore,Karnataka,IN,mid,1500000,3200000,2300000,INR,market
Machine Learning Engineer,,Hyderabad,Telangana,IN,mid,1400000,3000000,2100000,INR,market
DevOps Engineer,,Bangalore,Karnataka,IN,mid,1000000,2200000,1600000,INR,market
DevOps Engineer,,Hyderabad,Telangana,IN,mid,900000,2000000,1400000,INR,market
DevOps Engineer,,Pune,Maharashtra,IN,mid,850000,1900000,1350000,INR,market
Frontend Engineer,,Bangalore,Karnataka,IN,mid,1000000,2200000,1600000,INR,market
Frontend Engineer,,Hyderabad,Telangana,IN,mid,900000,2000000,1400000,INR,market
Backend Engineer,,Bangalore,Karnataka,IN,mid,1000000,2400000,1700000,INR,market
Backend Engineer,,Hyderabad,Telangana,IN,mid,950000,2200000,1550000,INR,market
Full Stack Engineer,,Bangalore,Karnataka,IN,mid,1000000,2300000,1650000,INR,market
Full Stack Engineer,,Hyderabad,Telangana,IN,mid,900000,2100000,1500000,INR,market
Quality Assurance Engineer,,Bangalore,Karnataka,IN,entry,400000,900000,650000,INR,market
Quality Assurance Engineer,,Hyderabad,Telangana,IN,entry,370000,850000,600000,INR,market
Quality Assurance Engineer,,Pune,Maharashtra,IN,entry,360000,800000,580000,INR,market
Product Designer,,Bangalore,Karnataka,IN,mid,1200000,2600000,1800000,INR,market
Product Designer,,Mumbai,Maharashtra,IN,mid,1100000,2400000,1700000,INR,market
Mobile Developer,,Bangalore,Karnataka,IN,mid,1000000,2200000,1600000,INR,market
Mobile Developer,,Hyderabad,Telangana,IN,mid,900000,2000000,1400000,INR,market
Engineering Manager,,Bangalore,Karnataka,IN,senior,2500000,5500000,4000000,INR,market
Engineering Manager,,Hyderabad,Telangana,IN,senior,2200000,5000000,3500000,INR,market
Engineering Manager,,Gurugram,Haryana,IN,senior,2200000,5000000,3500000,INR,market
Consultant,,Bangalore,Karnataka,IN,entry,500000,1200000,850000,INR,market
Consultant,,Mumbai,Maharashtra,IN,entry,550000,1300000,900000,INR,market
Consultant,,Gurugram,Haryana,IN,entry,550000,1300000,900000,INR,market
Security Engineer,,Bangalore,Karnataka,IN,mid,1200000,2500000,1800000,INR,market
Security Engineer,,Hyderabad,Telangana,IN,mid,1100000,2300000,1700000,INR,market
Data Engineer,,Bangalore,Karnataka,IN,mid,1200000,2600000,1800000,INR,market
Data Engineer,,Hyderabad,Telangana,IN,mid,1100000,2400000,1700000,INR,market
Scrum Master,,Bangalore,Karnataka,IN,mid,900000,1800000,1350000,INR,market
Project Manager,,Bangalore,Karnataka,IN,mid,1000000,2200000,1600000,INR,market
Project Manager,,Mumbai,Maharashtra,IN,mid,1000000,2200000,1600000,INR,market
Financial Analyst,,Bangalore,Karnataka,IN,entry,500000,1100000,800000,INR,market
Financial Analyst,,Mumbai,Maharashtra,IN,entry,520000,1200000,850000,INR,market
Marketing Manager,,Bangalore,Karnataka,IN,mid,1000000,2200000,1600000,INR,market
Marketing Manager,,Mumbai,Maharashtra,IN,mid,1000000,2300000,1650000,INR,market
Sales Executive,,Bangalore,Karnataka,IN,entry,300000,600000,450000,INR,market
Human Resources,,Bangalore,Karnataka,IN,entry,350000,700000,500000,INR,market
Technical Writer,,Bangalore,Karnataka,IN,mid,800000,1600000,1200000,INR,market
Network Engineer,,Bangalore,Karnataka,IN,entry,350000,700000,520000,INR,market
Database Administrator,,Bangalore,Karnataka,IN,entry,400000,800000,600000,INR,market
Software Engineer,,India,,IN,entry,400000,1200000,750000,INR,market
Senior Software Engineer,,India,,IN,mid,1000000,3000000,1800000,INR,market
Product Manager,,India,,IN,mid,1200000,3500000,2200000,INR,market
Data Scientist,,India,,IN,mid,1000000,2800000,1800000,INR,market
Data Analyst,,India,,IN,entry,350000,900000,600000,INR,market
Business Analyst,,India,,IN,entry,400000,1000000,650000,INR,market
Machine Learning Engineer,,India,,IN,mid,1300000,3200000,2100000,INR,market
DevOps Engineer,,India,,IN,mid,800000,2200000,1400000,INR,market
Consultant,,India,,IN,entry,500000,1500000,900000,INR,market
Quality Assurance Engineer,,India,,IN,entry,350000,900000,600000,INR,market
Frontend Engineer,,India,,IN,mid,800000,2200000,1400000,INR,market
Backend Engineer,,India,,IN,mid,900000,2400000,1500000,INR,market
Full Stack Engineer,,India,,IN,mid,800000,2300000,1500000,INR,market
Product Designer,,India,,IN,mid,1000000,2600000,1700000,INR,market
Mobile Developer,,India,,IN,mid,800000,2200000,1400000,INR,market
Engineering Manager,,India,,IN,senior,2000000,5500000,3500000,INR,market
Project Manager,,India,,IN,mid,800000,2200000,1400000,INR,market
Financial Analyst,,India,,IN,entry,450000,1200000,750000,INR,market
Marketing Manager,,India,,IN,mid,800000,2300000,1500000,INR,market
Software Engineer,Stripe,Bangalore,Karnataka,IN,entry,2200000,3500000,2800000,INR,ambitionbox
Senior Software Engineer,Stripe,Bangalore,Karnataka,IN,mid,4000000,6500000,5200000,INR,ambitionbox
Software Engineer,Twitter,Bangalore,Karnataka,IN,entry,1800000,2800000,2300000,INR,ambitionbox
Senior Software Engineer,Twitter,Bangalore,Karnataka,IN,mid,3200000,5200000,4200000,INR,ambitionbox
Software Engineer,LinkedIn,Bangalore,Karnataka,IN,entry,1800000,3000000,2400000,INR,ambitionbox
Senior Software Engineer,LinkedIn,Bangalore,Karnataka,IN,mid,3200000,5500000,4300000,INR,ambitionbox
Software Engineer,Uber,Hyderabad,Telangana,IN,entry,2000000,3200000,2600000,INR,ambitionbox
Software Engineer,Apple,Bangalore,Karnataka,IN,entry,2000000,3200000,2600000,INR,ambitionbox
Senior Software Engineer,Apple,Bangalore,Karnataka,IN,mid,3500000,5800000,4600000,INR,ambitionbox
Software Engineer,Apple,Hyderabad,Telangana,IN,entry,2000000,3200000,2600000,INR,ambitionbox
Software Engineer,Meta,Bangalore,Karnataka,IN,entry,2200000,3500000,2800000,INR,ambitionbox
Senior Software Engineer,Meta,Bangalore,Karnataka,IN,mid,4000000,6500000,5200000,INR,ambitionbox
Software Engineer,Meta,Hyderabad,Telangana,IN,entry,2200000,3500000,2800000,INR,ambitionbox
Software Engineer,Walmart,Bangalore,Karnataka,IN,entry,1400000,2200000,1800000,INR,ambitionbox
Senior Software Engineer,Walmart,Bangalore,Karnataka,IN,mid,2500000,4200000,3400000,INR,ambitionbox
Software Engineer,Spotify,Mumbai,Maharashtra,IN,entry,1600000,2600000,2100000,INR,ambitionbox
Senior Software Engineer,Spotify,Mumbai,Maharashtra,IN,mid,3000000,5000000,4000000,INR,ambitionbox
Software Engineer,Airbnb,Bangalore,Karnataka,IN,entry,2000000,3200000,2600000,INR,ambitionbox
Senior Software Engineer,Airbnb,Bangalore,Karnataka,IN,mid,3800000,6200000,5000000,INR,ambitionbox
Software Engineer,Netflix,Bangalore,Karnataka,IN,entry,2500000,4000000,3200000,INR,ambitionbox
Senior Software Engineer,Netflix,Bangalore,Karnataka,IN,mid,4500000,7500000,6000000,INR,ambitionbox
Software Engineer,Shopify,Bangalore,Karnataka,IN,entry,1500000,2400000,1900000,INR,ambitionbox
Senior Software Engineer,Shopify,Bangalore,Karnataka,IN,mid,2800000,4500000,3600000,INR,ambitionbox
Software Engineer,Twilio,Bangalore,Karnataka,IN,entry,1400000,2200000,1800000,INR,ambitionbox
Senior Software Engineer,Twilio,Bangalore,Karnataka,IN,mid,2600000,4200000,3400000,INR,ambitionbox
Software Engineer,Confluent,Bangalore,Karnataka,IN,entry,1600000,2600000,2100000,INR,ambitionbox
Senior Software Engineer,Confluent,Bangalore,Karnataka,IN,mid,3000000,5000000,4000000,INR,ambitionbox
Software Engineer,Snowflake,Bangalore,Karnataka,IN,entry,1800000,2800000,2300000,INR,ambitionbox
Senior Software Engineer,Snowflake,Bangalore,Karnataka,IN,mid,3200000,5200000,4200000,INR,ambitionbox
Software Engineer,Databricks,Bangalore,Karnataka,IN,entry,2000000,3200000,2600000,INR,ambitionbox
Senior Software Engineer,Databricks,Bangalore,Karnataka,IN,mid,3800000,6200000,5000000,INR,ambitionbox
Software Engineer,Rubrik,Bangalore,Karnataka,IN,entry,1800000,2800000,2300000,INR,ambitionbox
Senior Software Engineer,Rubrik,Bangalore,Karnataka,IN,mid,3200000,5200000,4200000,INR,ambitionbox
Software Engineer,Sprinklr,Gurugram,Haryana,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Sprinklr,Gurugram,Haryana,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,Druva,Pune,Maharashtra,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Druva,Pune,Maharashtra,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,Postman,Bangalore,Karnataka,IN,entry,1400000,2200000,1800000,INR,ambitionbox
Senior Software Engineer,Postman,Bangalore,Karnataka,IN,mid,2600000,4200000,3400000,INR,ambitionbox
Software Engineer,BrowserStack,Mumbai,Maharashtra,IN,entry,1400000,2200000,1800000,INR,ambitionbox
Senior Software Engineer,BrowserStack,Mumbai,Maharashtra,IN,mid,2600000,4200000,3400000,INR,ambitionbox
Software Engineer,Chargebee,Chennai,Tamil Nadu,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Chargebee,Chennai,Tamil Nadu,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,Unacademy,Bangalore,Karnataka,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Senior Software Engineer,Unacademy,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Software Engineer,Byju's,Bangalore,Karnataka,IN,entry,900000,1600000,1250000,INR,ambitionbox
Senior Software Engineer,Byju's,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Software Engineer,Lenskart,Gurugram,Haryana,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Senior Software Engineer,Lenskart,Gurugram,Haryana,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Software Engineer,Nykaa,Mumbai,Maharashtra,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Senior Software Engineer,Nykaa,Mumbai,Maharashtra,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Software Engineer,Urban Company,Gurugram,Haryana,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Urban Company,Gurugram,Haryana,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,Cars24,Gurugram,Haryana,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Senior Software Engineer,Cars24,Gurugram,Haryana,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Software Engineer,Delhivery,Gurugram,Haryana,IN,entry,900000,1600000,1250000,INR,ambitionbox
Senior Software Engineer,Delhivery,Gurugram,Haryana,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Software Engineer,Dunzo,Bangalore,Karnataka,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,Ather Energy,Bangalore,Karnataka,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Senior Software Engineer,Ather Energy,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Software Engineer,Rapido,Bangalore,Karnataka,IN,entry,900000,1600000,1250000,INR,ambitionbox
Software Engineer,Jupiter,Bangalore,Karnataka,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Jupiter,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,Slice,Bangalore,Karnataka,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Slice,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,Jar,Bangalore,Karnataka,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,Smallcase,Bangalore,Karnataka,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Senior Software Engineer,Smallcase,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Software Engineer,INDmoney,Gurugram,Haryana,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,Upstox,Mumbai,Maharashtra,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Senior Software Engineer,Upstox,Mumbai,Maharashtra,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Software Engineer,Sharechat,Bangalore,Karnataka,IN,entry,1400000,2200000,1800000,INR,ambitionbox
Senior Software Engineer,Sharechat,Bangalore,Karnataka,IN,mid,2500000,4200000,3400000,INR,ambitionbox
Software Engineer,Dailyhunt,Bangalore,Karnataka,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,Practo,Bangalore,Karnataka,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,1mg,Gurugram,Haryana,IN,entry,900000,1600000,1250000,INR,ambitionbox
Software Engineer,Pharmeasy,Mumbai,Maharashtra,IN,entry,900000,1600000,1250000,INR,ambitionbox
Software Engineer,Spinny,Gurugram,Haryana,IN,entry,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,Park+,Bangalore,Karnataka,IN,entry,900000,1600000,1250000,INR,ambitionbox
Software Engineer,Khatabook,Bangalore,Karnataka,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Software Engineer,OkCredit,Bangalore,Karnataka,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Product Manager,Cred,Bangalore,Karnataka,IN,mid,2500000,4200000,3300000,INR,ambitionbox
Product Manager,PhonePe,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Product Manager,Groww,Bangalore,Karnataka,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Product Manager,Uber,Bangalore,Karnataka,IN,mid,2800000,5000000,3800000,INR,ambitionbox
Product Manager,LinkedIn,Bangalore,Karnataka,IN,mid,2800000,5000000,3800000,INR,ambitionbox
Product Manager,Atlassian,Bangalore,Karnataka,IN,mid,2800000,5000000,3800000,INR,ambitionbox
Product Manager,Intuit,Bangalore,Karnataka,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Product Manager,Salesforce,Hyderabad,Telangana,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Product Manager,Walmart Labs,Bangalore,Karnataka,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Product Manager,Freshworks,Chennai,Tamil Nadu,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Product Manager,Dream11,Mumbai,Maharashtra,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Data Scientist,Uber,Bangalore,Karnataka,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Data Scientist,LinkedIn,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Data Scientist,Flipkart,Bangalore,Karnataka,IN,entry,1400000,2400000,1900000,INR,ambitionbox
Data Scientist,Razorpay,Bangalore,Karnataka,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Data Scientist,PhonePe,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Data Scientist,Walmart Labs,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Data Scientist,Freshworks,Chennai,Tamil Nadu,IN,mid,1400000,2500000,1900000,INR,ambitionbox
Data Analyst,Google,Bangalore,Karnataka,IN,mid,1800000,3000000,2400000,INR,ambitionbox
Data Analyst,Microsoft,Hyderabad,Telangana,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Data Analyst,Flipkart,Bangalore,Karnataka,IN,entry,800000,1400000,1100000,INR,ambitionbox
Data Analyst,Swiggy,Bangalore,Karnataka,IN,entry,700000,1200000,950000,INR,ambitionbox
Data Analyst,Zomato,Gurugram,Haryana,IN,entry,650000,1100000,880000,INR,ambitionbox
Data Analyst,Deloitte,Bangalore,Karnataka,IN,entry,500000,900000,700000,INR,ambitionbox
Data Analyst,EY,Bangalore,Karnataka,IN,entry,450000,800000,620000,INR,ambitionbox
Data Analyst,KPMG,Bangalore,Karnataka,IN,entry,430000,780000,600000,INR,ambitionbox
Machine Learning Engineer,Uber,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Machine Learning Engineer,LinkedIn,Bangalore,Karnataka,IN,mid,2800000,5000000,3800000,INR,ambitionbox
Machine Learning Engineer,Razorpay,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Machine Learning Engineer,PhonePe,Bangalore,Karnataka,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Machine Learning Engineer,Walmart Labs,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
DevOps Engineer,Google,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
DevOps Engineer,Microsoft,Hyderabad,Telangana,IN,mid,2000000,3500000,2700000,INR,ambitionbox
DevOps Engineer,Salesforce,Hyderabad,Telangana,IN,mid,1800000,3000000,2400000,INR,ambitionbox
DevOps Engineer,Walmart Labs,Bangalore,Karnataka,IN,mid,1500000,2600000,2000000,INR,ambitionbox
DevOps Engineer,Swiggy,Bangalore,Karnataka,IN,mid,1500000,2600000,2000000,INR,ambitionbox
DevOps Engineer,Zomato,Gurugram,Haryana,IN,mid,1300000,2400000,1850000,INR,ambitionbox
DevOps Engineer,Accenture,Bangalore,Karnataka,IN,mid,800000,1500000,1150000,INR,ambitionbox
DevOps Engineer,Cognizant,Bangalore,Karnataka,IN,entry,450000,800000,620000,INR,ambitionbox
Frontend Engineer,Google,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Frontend Engineer,Amazon,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Frontend Engineer,Microsoft,Hyderabad,Telangana,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Frontend Engineer,Atlassian,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Frontend Engineer,Intuit,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Frontend Engineer,Cred,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Frontend Engineer,PhonePe,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Backend Engineer,Google,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Backend Engineer,Amazon,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Backend Engineer,Microsoft,Hyderabad,Telangana,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Backend Engineer,Atlassian,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Backend Engineer,Cred,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Backend Engineer,PhonePe,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Full Stack Engineer,Google,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Full Stack Engineer,Amazon,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Full Stack Engineer,Cred,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Full Stack Engineer,Meesho,Bangalore,Karnataka,IN,mid,1400000,2500000,1900000,INR,ambitionbox
Full Stack Engineer,Groww,Bangalore,Karnataka,IN,mid,1300000,2400000,1850000,INR,ambitionbox
Quality Assurance Engineer,Google,Bangalore,Karnataka,IN,mid,1800000,3000000,2400000,INR,ambitionbox
Quality Assurance Engineer,Microsoft,Hyderabad,Telangana,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Quality Assurance Engineer,Salesforce,Hyderabad,Telangana,IN,mid,1500000,2600000,2000000,INR,ambitionbox
Quality Assurance Engineer,Razorpay,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Quality Assurance Engineer,Swiggy,Bangalore,Karnataka,IN,mid,1000000,1800000,1400000,INR,ambitionbox
Quality Assurance Engineer,Accenture,Bangalore,Karnataka,IN,entry,350000,620000,480000,INR,ambitionbox
Quality Assurance Engineer,Cognizant,Bangalore,Karnataka,IN,entry,330000,600000,460000,INR,ambitionbox
Security Engineer,Flipkart,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Security Engineer,Razorpay,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Security Engineer,PhonePe,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Security Engineer,Goldman Sachs,Bangalore,Karnataka,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Security Engineer,JP Morgan,Mumbai,Maharashtra,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Data Engineer,Microsoft,Hyderabad,Telangana,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Data Engineer,Uber,Bangalore,Karnataka,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Data Engineer,Razorpay,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Data Engineer,PhonePe,Bangalore,Karnataka,IN,mid,1500000,2600000,2000000,INR,ambitionbox
Data Engineer,Walmart Labs,Bangalore,Karnataka,IN,mid,1500000,2600000,2000000,INR,ambitionbox
Data Engineer,Freshworks,Chennai,Tamil Nadu,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Data Engineer,Cognizant,Bangalore,Karnataka,IN,entry,420000,750000,580000,INR,ambitionbox
Data Engineer,Accenture,Bangalore,Karnataka,IN,entry,450000,800000,620000,INR,ambitionbox
Technical Program Manager,Flipkart,Bangalore,Karnataka,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Technical Program Manager,Uber,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Technical Program Manager,Salesforce,Hyderabad,Telangana,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Technical Program Manager,LinkedIn,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Solutions Architect,Google,Bangalore,Karnataka,IN,mid,2800000,5000000,3800000,INR,ambitionbox
Solutions Architect,Microsoft,Hyderabad,Telangana,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Solutions Architect,Salesforce,Hyderabad,Telangana,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Solutions Architect,Accenture,Bangalore,Karnataka,IN,mid,1500000,2800000,2100000,INR,ambitionbox
Engineering Manager,Uber,Bangalore,Karnataka,IN,senior,5000000,8500000,6500000,INR,ambitionbox
Engineering Manager,Swiggy,Bangalore,Karnataka,IN,senior,3500000,6000000,4800000,INR,ambitionbox
Engineering Manager,Zomato,Gurugram,Haryana,IN,senior,3200000,5500000,4300000,INR,ambitionbox
Engineering Manager,Cred,Bangalore,Karnataka,IN,senior,4000000,7000000,5500000,INR,ambitionbox
Engineering Manager,PhonePe,Bangalore,Karnataka,IN,senior,3500000,6000000,4800000,INR,ambitionbox
Engineering Manager,Salesforce,Hyderabad,Telangana,IN,senior,3800000,6500000,5000000,INR,ambitionbox
Engineering Manager,Atlassian,Bangalore,Karnataka,IN,senior,4500000,7500000,6000000,INR,ambitionbox
Engineering Manager,Intuit,Bangalore,Karnataka,IN,senior,3800000,6500000,5000000,INR,ambitionbox
Consultant,PwC,Bangalore,Karnataka,IN,entry,700000,1300000,1000000,INR,ambitionbox
Consultant,PwC,Mumbai,Maharashtra,IN,entry,720000,1350000,1020000,INR,ambitionbox
Consultant,Accenture,Bangalore,Karnataka,IN,entry,600000,1100000,850000,INR,ambitionbox
Consultant,Accenture,Mumbai,Maharashtra,IN,entry,620000,1150000,880000,INR,ambitionbox
